album,artist,genre,id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
Greatest Hits: My Prerogative,Britney Spears,Pop,717TY4sfgKQm4kFbYQIzgo,Toxic,0.0279,0.774,198813,0.847,0.0183,5,0.241,-3.925,0,0.121,143.011,4,0.923
"Oh, What A Life",American Authors,Pop,5j9iuo3tMmQIfnEEQOOjxh,Best Day Of My Life,0.0625,0.67,194240,0.905,0.000151,2,0.0577,-2.385,1,0.0339,100.021,4,0.516
Get Lucky (Radio Edit),Daft Punk,Pop,2Foc5Q5nqNiosCNqttzHof,Get Lucky - Radio Edit,0.0426,0.794,248413,0.811,1.07E-06,6,0.101,-8.966,0,0.038,116.047,4,0.862
Safe And Sound,Capital Cities,Pop,2Oj5BXOY01EDuJhVYNlEoq,Safe And Sound,0.000189,0.652,192693,0.783,0.0173,0,0.0889,-4.829,1,0.0309,117.952,5,0.836
SEX AND LOVE (Deluxe),Enrique Iglesias,Pop,6NGet2NFndj4XvpjH9iMvb,Bailando - Spanish Version,0.0457,0.725,243413,0.779,2.76E-06,7,0.0446,-3.501,1,0.119,91.018,4,0.948
Bad Romance,Lady Gaga,Pop,6MjiVEJy1YVuJNFu72OH61,Bad Romance,0.00264,0.695,294640,0.919,4.10E-05,0,0.062,-3.769,1,0.0381,119.002,4,0.717
Warrior (Deluxe Version),Kesha,Pop,6mnjcTmK8TewHfyOp3fC9C,Die Young,0.00498,0.711,211920,0.7,0.000125,1,0.215,-4.805,0,0.046,128.001,4,0.801
Payphone,Maroon 5,Pop,5IWmU2PNimgYuTLddU2DRo,Payphone,0.0222,0.738,231467,0.744,0,4,0.331,-4.757,1,0.042,110,4,0.556
I AM...SASHA FIERCE,Beyoncé,Pop,5R9a4t5t5O0IsznsrKPVro,Single Ladies (Put a Ring on It),0.0383,0.426,193213,0.584,0,1,0.188,-5.293,1,0.296,193.437,4,0.272
The 20/20 Experience (Deluxe Version),Justin Timberlake,Pop,4rHZZAmHpZrA3iH5zx8frV,Mirrors,0.234,0.574,484147,0.512,0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512
Timber,Pitbull,Pop,1zHlj4dQ8ZAtrayhuDDmkY,Timber,0.0362,0.587,204053,0.965,0,11,0.138,-4.106,1,0.101,129.972,4,0.825
18 Months,Calvin Harris,Pop,05SBRd4fXgn8FX7bf8BCAE,I Need Your Love,0.41,0.695,234507,0.869,0,8,0.237,-5.066,1,0.0483,124.989,4,0.58
Break Free,Ariana Grande,Pop,7cvxrDu7VIhVSOFRNgPegv,Break Free,0.0057,0.687,214693,0.698,8.75E-05,7,0.253,-5.29,0,0.0468,129.954,4,0.316
XSCAPE,Michael Jackson,Pop,0S5EEpFAHcT7cm5XOASc29,Love Never Felt so Good,0.083,0.634,235400,0.87,0,5,0.18,-5.277,1,0.0362,116.967,4,0.514
Mylo Xyloto,Coldplay,Pop,6nek1Nin9q48AVZcWs9e9D,Paradise,0.0522,0.449,278719,0.585,8.49E-05,5,0.0833,-6.762,1,0.0268,139.627,4,0.203
Burn,Ellie Goulding,Pop,6B8CAgQ38mWf7xTvFtC0BB,Burn,0.258,0.309,231212,0.775,0,1,0.102,-4.915,1,0.0546,84.731,4,0.279
Paper Planes,M.I.A.,Pop,3ZlFUr0RBrUYYsmlcFvD0e,Paper Planes,0.0691,0.563,242133,0.869,0,2,0.204,-5.361,1,0.206,85.97,4,0.428
Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,Pop,455AfCsOhhLPRc68sE01D8,Last Friday Night (T.G.I.F.),0.00125,0.649,230747,0.815,4.31E-05,3,0.671,-3.796,0,0.0415,126.03,4,0.765
Scream & Shout,will.i.am,Pop,7n6ibfsRHhCb1Ccl9Fg2CZ,Scream & Shout,0.0589,0.79,284413,0.616,6.55E-05,0,0.171,-7.443,1,0.0596,130.009,4,0.473
Making Mirrors,Gotye,Pop,4wCmqSrbyCgxEXROQE6vtV,Somebody That I Used To Know,0.565,0.857,244973,0.517,0.000195,0,0.102,-6.972,1,0.0384,129.063,4,0.754
Some Nights (Spotify Exclusive),fun.,Pop,6t6oULCRS6hnI7rm0h5gwl,Some Nights,0.0178,0.672,277040,0.738,6.75E-05,0,0.0927,-7.045,1,0.0506,107.938,4,0.392
Night Visions,Imagine Dragons,Pop,4G8gkOterJn0Ywt6uhqbhp,Radioactive,0.126,0.478,186813,0.799,0.000106,9,0.76,-3.614,1,0.0638,136.268,4,0.176
The Truth About Love,P!nk,Pop,1jF7IL57ayN4Ity3jQqGu0,Try,0.00141,0.673,247907,0.629,0,2,0.0944,-7.072,1,0.0299,103.998,4,0.551
I AM...SASHA FIERCE,Beyoncé,Pop,4JehYebiI9JE8sR8MisGVb,Halo,0.272,0.508,261640,0.72,0,11,0.0563,-5.908,0,0.0628,79.983,4,0.472
Despicable Me 2 (Original Motion Picture Soundtrack),Pharrell Williams,Pop,6NPVjNh8Jhru9xOmyQigds,Happy,0.286,0.652,233305,0.757,0,1,0.0886,-6.819,1,0.153,159.911,4,0.962
My Head Is An Animal,Of Monsters and Men,Pop,2ihCaVdNZmnHZWt0fvAM7B,Little Talks,0.0263,0.473,266600,0.789,0,1,0.132,-5.171,1,0.0336,103.225,4,0.394
Am I Wrong,Nico & Vinz,Pop,2wqaekenSQZm7hxQOYt8oE,Am I Wrong,0.162,0.725,247520,0.68,2.13E-06,8,0.158,-5.465,1,0.0306,119.939,4,0.76
The Fame Monster (International Deluxe),Lady Gaga,Pop,00BuKLSAFkaEkaVAgIMbeA,Telephone,0.00587,0.825,220627,0.832,0.000789,5,0.114,-5.853,0,0.0403,122.021,4,0.713
The Fault In Our Stars: Music From The Motion Picture,Charli XCX,Pop,11N58AwI4g2GlBaHEiZdmk,Boom Clap,0.0688,0.675,169293,0.812,0.00062,4,0.336,-4.309,1,0.0566,92.013,4,0.64
Katy Perry - Teenage Dream: The Complete Confection,Katy Perry,Pop,5JLv62qFIS1DR3zGEcApRt,Wide Awake,0.0749,0.514,220947,0.683,2.64E-06,5,0.392,-5.099,1,0.0367,159.814,4,0.575
Raise Your Glass,P!nk,Pop,12lZTPlXwUtrQuhEty6098,Raise Your Glass,0.00629,0.7,203333,0.695,0,7,0.0319,-4.973,1,0.0897,122.028,4,0.633
Bang Bang,Jessie J,Pop,2VhPOtIQw2UpQmRVevdviU,Bang Bang,0.27,0.707,199373,0.75,0,0,0.37,-4.421,0,0.0824,149.997,4,0.736
If I Lose Myself (Alesso vs OneRepublic),OneRepublic,Pop,0AhRPDuVwHkLAACbPXidb3,If I Lose Myself - Alesso vs OneRepublic,0.215,0.518,214067,0.783,9.53E-06,2,0.14,-4.88,1,0.0406,125.985,4,0.152
Talk Dirty (feat. 2 Chainz),Jason Derulo,Pop,2yFh7Oz9g0bpHp3iis2Iu2,Talk Dirty (feat. 2 Chainz),0.0348,0.76,177685,0.652,0,6,0.307,-7.321,1,0.232,100.315,4,0.759
The Lumineers,The Lumineers,Pop,1jdNcAD8Ir58RlsdGjJJdx,Ho Hey,0.779,0.685,161227,0.474,1.23E-06,0,0.149,-9.105,1,0.0313,79.991,4,0.36
Up All Night,One Direction,Pop,4cluDES4hQEUhmXj6TXkSo,What Makes You Beautiful,0.009,0.726,199987,0.787,0,4,0.0596,-2.494,1,0.0738,124.989,4,0.888
Price Tag,Jessie J,Pop,7nqlRkgNyEpb9nvb03GMp7,Price Tag,0.032,0.64,221240,0.831,2.06E-06,5,0.354,-3.908,1,0.221,174.963,4,0.684
Classic,MKTO,Pop,5x9VIW2fS21JMswOt6AORI,Classic,0.0353,0.713,175333,0.781,0,1,0.155,-4.859,1,0.121,102.078,4,0.8
Pink Friday: Roman Reloaded The Re-Up (Explicit Version),Nicki Minaj,Pop,2EBCVPNAG46nbgs6jXPGvv,Starships,0.158,0.746,210627,0.728,0,11,0.249,-2.464,0,0.0762,124.954,4,0.708
Pure Heroine,Lorde,Pop,3G6hD9B2ZHOsgf4WfNu7X1,Team,0.151,0.696,193059,0.59,0,6,0.247,-7.428,1,0.0904,99.984,4,0.462
Maps,Maroon 5,Pop,6chdRBWviHlm7JAtwgflBP,Maps,0.0223,0.743,189840,0.717,0,1,0.0678,-5.521,0,0.0299,120.025,4,0.88
Love Yourself 承 'Her',BTS,Pop,5SE57ljOIUJ1ybL9U6CuBH,DNA,0.022,0.598,223123,0.775,0,1,0.0677,-4.035,0,0.0545,129.819,4,0.687
MADE,BIGBANG,Pop,0QIRm9sUkGnezGznkWCqCo,BANG BANG BANG,0.0192,0.694,220238,0.832,0,5,0.355,-3.038,0,0.0598,135.011,4,0.424
As If It's Your Last,BLACKPINK,Pop,1Zyd6zQnC6XIIzmg3hP7Ot,As If It's Your Last,0.0688,0.786,213264,0.853,0,8,0.0759,-2.687,1,0.0816,125.034,4,0.45
Guardian (Original Television Soundtrack) Part 1,Chanyeol,Pop,1HYzRuWjmS9LXCkdVHi25K,Stay With Me,0.428,0.314,192441,0.526,0,0,0.126,-4.686,0,0.0484,78.643,5,0.195
THE WAR - The 4th Album,EXO,Pop,5EzitieoPnjyKHAq0gfRMa,Ko Ko Bop,0.0319,0.749,190423,0.85,4.81E-05,0,0.0678,-4.346,1,0.0468,145.983,4,0.672
Wings,BTS,Pop,5RGf8qn1TBWVplLyyKUsuV,Blood Sweat & Tears,0.0244,0.583,217052,0.885,0,0,0.357,-3.571,0,0.106,92.959,4,0.601
SQUARE ONE,BLACKPINK,Pop,3yHQKddM8SVCRnuPSo3HPN,BOOMBAYAH,0.00264,0.658,240849,0.836,1.02E-06,5,0.507,-3.282,0,0.0549,124.969,4,0.387
MADE,BIGBANG,Pop,7uzib3dSSwgUwcD3z0k3bR,FXXK IT,0.152,0.72,231811,0.746,0,0,0.276,-3.143,0,0.107,90.026,4,0.587
EX'ACT - The 3rd Album,EXO,Pop,6lM6yIDZ7kxFsgQCCfaLE2,Monster,0.0066,0.618,221341,0.76,0,6,0.127,-4.312,1,0.0596,150,4,0.541
Guardian (Original Television Soundtrack) Part 4,Crush,Pop,6mzF8HvHdVrzJNd8M1uFCS,Beautiful,0.842,0.524,227584,0.405,0,10,0.107,-6.145,1,0.028,109.984,4,0.237
You Never Walk Alone,BTS,Pop,0WNGsQ1oAuHzNTk8jivBKW,Spring Day,0.0063,0.539,274097,0.846,1.68E-06,8,0.13,-3.192,1,0.0354,106.992,4,0.46
SQUARE TWO,BLACKPINK,Pop,7e7VjLxO5xJINHvnRytrqi,PLAYING WITH FIRE,0.0399,0.707,197355,0.758,0,4,0.141,-4.511,0,0.0917,97.037,4,0.674
FATE NUMBER FOR,WINNER,Pop,02UNF1uo5f0UNgc1qx5XGt,REALLY REALLY,0.167,0.765,203057,0.769,0,2,0.0854,-3.16,1,0.0595,103.006,4,0.581
"K.A.R.D Project Vol.2 ""Don't Recall""",K.A.R.D,Pop,4b1sQpvL7QVgamRZ74F1oA,Don't Recall,0.0222,0.694,208667,0.748,0,10,0.155,-2.93,0,0.167,92.918,4,0.521
SEVENTEEN 4th Mini Album ‘Al1’,SEVENTEEN,Pop,6Upu6yjkdi0DVI8E3IBZEU,Don't Wanna Cry,0.164,0.781,203427,0.683,1.53E-06,0,0.16,-4.258,1,0.0325,100.005,4,0.722
You Never Walk Alone,BTS,Pop,4hrpoqJMVE7FxBu1YWx0eQ,Not Today,0.00181,0.594,231860,0.946,1.04E-06,8,0.923,-3.408,1,0.126,110.024,4,0.665
SQUARE ONE,BLACKPINK,Pop,7HWmJ1wBecOAMNGjC6SmKE,WHISTLE,0.00682,0.822,211696,0.712,0,11,0.0955,-4.877,1,0.15,102.874,4,0.647
"K.A.R.D Project Vol.1 ""Oh NaNa""",K.A.R.D,Pop,1ZgfAxHQCXLt8o1VXEHHAt,Oh NaNa (Hidden. HUR YOUNG JI),0.0615,0.756,206773,0.922,0.000462,1,0.0723,-2.683,1,0.0539,100.005,4,0.809
The 2nd Album ‘EXODUS’,EXO,Pop,4jdiqVbH1eUwc4MzDV7GMu,CALL ME BABY,0.284,0.692,211013,0.886,0,1,0.341,-2.519,1,0.0519,100.03,4,0.879
SUNMI SPECIAL EDITION [Gashina],SUNMI,Pop,0jFHMDRXxKaREor3hBEEST,Gashina,0.0556,0.722,180000,0.833,0,6,0.195,-3.915,1,0.094,93.941,4,0.53
Russian Roulette - The 3rd Mini Album,Red Velvet,Pop,7AvXrOVEVRcfXxme2wo6Im,러시안 룰렛 Russian Roulette,0.055,0.726,211244,0.903,0.000225,7,0.158,-2.277,0,0.0357,129.986,4,0.958
Love Yourself 承 'Her',BTS,Pop,5nq1uTNIR1cBR72T87viS0,Go Go,0.171,0.856,235780,0.617,0,10,0.0857,-5.308,0,0.0841,136.082,4,0.759
THE WAR - The 4th Album,EXO,Pop,2ujA6F1cpk3m8lsPE5aKua,전야 前夜 The Eve,0.0223,0.636,176026,0.702,0,0,0.293,-5.352,0,0.0334,135.104,4,0.516
SQUARE TWO,BLACKPINK,Pop,4TWHREp4wv0TmewqR6rgRd,STAY,0.569,0.628,230400,0.433,7.71E-06,1,0.104,-6.808,1,0.0383,88.074,4,0.343
The Most Beautiful Moment in Life: Young Forever,BTS,Pop,4TiKZrN7gtc62SUiufpFCM,Dope,0.0272,0.579,240021,0.896,1.02E-06,10,0.352,-2.781,0,0.224,153.991,4,0.678
LOTTO - The 3rd Album Repackage,EXO,Pop,63obpKLYuY1q2QP7Cbf29a,Lotto,0.0618,0.798,189775,0.867,0,11,0.193,-3.207,0,0.0386,99.996,4,0.702
The Red Summer - Summer Mini Album,Red Velvet,Pop,7nKQ5WAcjnG48knyLuo8gO,빨간 맛 Red Flavor,0.0409,0.709,191139,0.917,0,9,0.0839,-3.315,1,0.189,125.042,4,0.515
miss me?,I.O.I,Pop,6VJhf9l4ALDquID0bN51QQ,Very Very Very,0.146,0.745,203640,0.965,2.29E-06,7,0.0796,-1.517,1,0.06,102.994,4,0.766
Palette,IU,Pop,3y7ByLZ05tluscOTRgEJ9Y,Palette (Feat. G-DRAGON),0.458,0.804,217413,0.68,0,0,0.102,-3.81,1,0.2,102.013,4,0.62
Love&Letter repackage album,SEVENTEEN,Pop,1Rrj7KyS2R6SP9CQMDJW1w,VERY NICE,0.0526,0.746,192093,0.898,0,3,0.0858,-2.818,0,0.0725,121.967,4,0.879
Love Yourself 承 'Her',BTS,Pop,2tdq0CeAGSfhI2l4Gwkvgx,Best Of Me,0.0298,0.651,227191,0.756,0,8,0.396,-4.388,1,0.0762,121.96,4,0.473
THE POWER OF MUSIC – The 4th Album ‘THE WAR’ Repackage,EXO,Pop,53YZi9zgTnF0Py0K6ejyWz,Power,0.0315,0.657,222406,0.943,0,7,0.149,-3.031,1,0.0856,127.958,4,0.76
Everything You Wanted,Jay Park,Pop,5S5gGOsUarzRXKoaSstwba,Me Like Yuh,0.223,0.715,223642,0.831,3.84E-06,2,0.132,-6.161,1,0.0729,100.006,4,0.805
"K.A.R.D Project Vol.3 ""RUMOR""",K.A.R.D,Pop,22iz04Hw1tz0NBpiyoEMT1,RUMOR,0.0488,0.726,217747,0.758,0,8,0.0881,-3.343,1,0.178,88.992,4,0.609
Love Yourself 承 'Her',BTS,Pop,2SYa5Lx1uoCvyDIW4oee9b,MIC Drop,0.00912,0.667,238193,0.889,0,6,0.0816,-4.851,1,0.0918,169.959,4,0.541
Everything You Wanted,Jay Park,Pop,6jLsYKGOBRBRvdowIzuyUf,All I Wanna Do (feat. Hoody & 로꼬 Loco) [Korean Version],0.375,0.4,216786,0.724,0,8,0.0927,-6.064,1,0.253,96.782,4,0.43
Guardian (Original Television Soundtrack) Part 7,SOYOU,Pop,3SfbB0Y3saMIQnNctxMVhj,I Miss You,0.901,0.454,169449,0.344,0,5,0.129,-6.002,1,0.0316,133.329,4,0.209
MADE,BIGBANG,Pop,73szhI6oOawKlv6AxgHIS8,LAST DANCE,0.467,0.621,279719,0.673,0,1,0.323,-3.194,0,0.0606,143.889,4,0.289
NCT #127 CHERRY BOMB – The 3rd Mini Album,NCT 127,Pop,3o8QzWsiiqTUVgBZfHgF58,Cherry Bomb,0.000759,0.713,236667,0.603,5.51E-06,6,0.0453,-4.896,0,0.287,78.027,4,0.799
The Most Beautiful Moment in Life: Young Forever,BTS,Pop,7dlNGfd6Fq8xcFb4K6Glws,I Need U,0.0184,0.475,210577,0.897,0,5,0.296,-2.383,0,0.0736,78.918,4,0.642
KWON JI YONG,G-DRAGON,Pop,35dEFabeYvGLrOMc9c1tES,"무제(無題) (Untitled, 2014)",0.785,0.575,222868,0.461,1.75E-05,4,0.13,-5.153,1,0.0317,79.971,4,0.266
KARD 1st Mini Album 'Hola Hola',K.A.R.D,Pop,3VC1IEz9M1txlMSx3h3tPM,Hola Hola,0.0135,0.843,202963,0.807,6.44E-05,1,0.227,-3.794,0,0.0632,104.962,4,0.833
1-1=0 (NOTHING WITHOUT YOU),Wanna One,Pop,3NkkcnnKrNHv4AiGaPdD76,Energetic,0.058,0.714,189356,0.886,0,0,0.112,-3.076,1,0.0461,125.046,4,0.752
NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,Pop,3vxgKOmAOVl11Csw4ehkmJ,無限的我 무한적아; LIMITLESS,0.00934,0.614,247467,0.747,0,5,0.0337,-5.655,0,0.0743,78.216,4,0.538
The 1st Album 'XOXO' (Repackage),EXO,Pop,6xy9JYFKcpb9L62PRNnYW5,으르렁 Growl,0.145,0.681,207053,0.814,0,11,0.556,-2.83,0,0.0603,89.99,4,0.876
Guardian (Original Television Soundtrack) Part 9,Ailee,Pop,2BPXILn0MqOe5WroVXlvN1,I will go to you like the first snow,0.66,0.497,229678,0.431,0,5,0.153,-4.755,0,0.0287,133.682,4,0.166
Love Yourself 承 'Her',BTS,Pop,7iV733e1KacKrFRaBNxVEf,Intro: Serendipity,0.523,0.476,139972,0.581,0,8,0.201,-8.795,1,0.12,129.568,4,0.282
RUSH DIGITAL REPACKAGE “HERO”,Monsta X,Pop,1v47iqx5jwtOwe4Fxc2OQz,HERO (Broadcating Ver.),0.0702,0.611,218431,0.918,0,5,0.194,-2.013,0,0.128,145.818,4,0.899
BODY,Eric Nam,Pop,0gb636CX4wHmcgqV0ydKdm,BODY,0.146,0.769,209760,0.624,0,4,0.0709,-5.989,0,0.0562,100.021,4,0.753
AH YEAH,EXID,Pop,6BKOhvRPY54uvfqWwg7MKi,Up & Down,0.00189,0.714,189882,0.812,1.96E-06,7,0.229,-2.703,1,0.0351,112.018,4,0.377
CRYSTYLE,CLC,Pop,2JTjDYA0vfx8sp5XMTbeqU,Hobgoblin,0.0194,0.621,210478,0.873,0,11,0.488,-2.888,0,0.103,169.91,4,0.401
Love Yourself 承 'Her',BTS,Pop,3ryjLm3oupIjJFGc39naNi,dimple,0.142,0.612,196776,0.844,0,5,0.287,-4.694,0,0.0756,134.868,4,0.653
Rookie - The 4th Mini Album,Red Velvet,Pop,5ubfQzhabDSLYyohz2ozaN,Rookie,0.0998,0.681,197638,0.94,0,3,0.334,-3.367,0,0.3,164.035,4,0.889
NCT #127 - The 1st Mini Album,NCT 127,Pop,1pLh3xuAaDMyux3laCEqaq,소방차 Fire Truck,0.116,0.724,178565,0.976,1.30E-05,1,0.352,-3.279,1,0.0602,110.006,4,0.626
Seventeen 3rd Mini Album ’Going Seventeen’,SEVENTEEN,Pop,0pWxUlYb3EM2WkcTJfwBdP,BOOMBOOM,0.0347,0.853,206227,0.814,0,8,0.171,-3.047,1,0.0766,108.111,4,0.686
11:11,TAEYEON,Pop,093PI3mdUvOSlvMYDwnV1e,11:11,0.677,0.445,223452,0.528,0,10,0.155,-7.243,1,0.0744,203.155,4,0.511
The Most Beautiful Moment in Life: Young Forever,BTS,Pop,54s6sdPuMjVtdB5d5KFzTC,Save Me,0.0269,0.614,196506,0.823,0,1,0.0783,-3.48,1,0.062,139.949,4,0.539
Ice Cream Cake,Red Velvet,Pop,3kQX7VBJDL0ffqcCn7YDQ1,Ice Cream Cake,0.0318,0.58,191440,0.935,0,9,0.0977,-3.348,1,0.189,172.023,4,0.603
FATE NUMBER FOR,WINNER,Pop,2CCyeyaPmGRpVxmRwu3HZo,FOOL,0.721,0.649,221793,0.601,0,4,0.108,-5.452,1,0.0347,140.031,4,0.522
Guardian (Original Television Soundtrack) Part 14,HEIZE,Pop,3vAncbML0jhNrp63DKhsCo,Round and round (feat. Han Suji),0.757,0.603,201659,0.688,0.23,0,0.0718,-5.13,0,0.0327,119.99,4,0.504
My Voice - The 1st Album,TAEYEON,Pop,6CdUgvL597jWmW4w8P5kHs,Fine,0.358,0.36,209157,0.565,0,7,0.0448,-4.898,1,0.0608,173.281,4,0.311
Love Yourself 承 'Her',BTS,Pop,0ffweDHrg4bZqdG4IfGYuo,Pied Piper,0.2,0.583,245621,0.712,0,2,0.268,-4.942,0,0.0326,94.051,4,0.776
130 Mood : TRBL,DEAN,Pop,1iEzGFEux7t1Wk41LOaCCr,D (Half Moon),0.237,0.516,229360,0.764,0,7,0.0572,-5.204,1,0.109,169.908,4,0.543
1-1=0 (NOTHING WITHOUT YOU),Wanna One,Pop,44u6id0tBroYZPLSNCHMnl,Burn It Up,0.0461,0.642,214942,0.849,0,11,0.398,-3.266,0,0.0563,127.923,4,0.601
Guardian (Original Television Soundtrack) Part 6,Sam Kim,Pop,7Jo5oEViT27zCkdRI5hEuG,Who are you,0.803,0.463,255464,0.449,6.99E-06,8,0.124,-5.993,0,0.0293,131.751,4,0.23
You Never Walk Alone,BTS,Pop,02NkvjI3og7b0OeTv0Tmdb,21st Century Girl,0.00423,0.716,192597,0.906,0,2,0.0547,-3.539,1,0.0717,101.028,4,0.762
"Moonlovers: Scarlet Heart Ryeo (Original Television Soundtrack), Pt 2",Loco,Pop,27zrFrtUtWl2urlvjOn5xc,Say Yes,0.353,0.685,218897,0.777,0,1,0.329,-4.654,0,0.063,95.049,4,0.417
Hey Mama! – The 1st Mini Album,EXO-CBX,Pop,7JHiyIBneG5971rM9QFoOD,Hey Mama!,0.0662,0.532,199796,0.859,0,1,0.684,-4.106,1,0.142,118.919,4,0.934
"태양의 후예 (Original Television Soundtrack), Pt. 1",Yoon Mirae,Pop,7BfQtUagX8OMgYSKotIV5Q,ALWAYS,0.751,0.404,205284,0.589,0,10,0.339,-3.852,1,0.0327,128.553,4,0.251
"Moonlovers: Scarlet Heart Ryeo (Original Television Soundtrack), Pt 6",Epik High,Pop,7n5eQJYX7e6H5gkzgyEfQG,Can You Hear My Heart (feat. LEE HI),0.742,0.694,248144,0.592,0,7,0.124,-6.406,1,0.0367,95.047,4,0.305
The Most Beautiful Moment in Life: Young Forever,BTS,Pop,2VgPA0WnwvE2nbltxa3BHz,Silver Spoon,0.00128,0.649,233185,0.875,0,9,0.0486,-2.88,1,0.0696,166.927,4,0.557
LOTTO - The 3rd Album Repackage,EXO,Pop,5kJuEFdPZVpyyUlrV0moLV,Lucky One,0.169,0.731,227486,0.787,0,1,0.0892,-3.95,1,0.055,120.951,4,0.799
NEW KIDS : BEGIN,iKON,Pop,6oE1dVmtTagzTRlxDXhX8t,BLING BLING,0.069,0.781,219225,0.94,0,2,0.0992,-3.779,1,0.067,125.009,4,0.537
Act. 7,4Minute,Pop,5jNuiCt5KUR808pHv7JRnN,Hate,0.0577,0.681,214957,0.904,1.70E-06,6,0.469,-3.812,0,0.156,149.883,4,0.595
Descendants Of The Sun (Original Television Soundtrack) Pt.3,Davichi,Pop,1mh5s6XJ3RLJBRPErACsHW,This Love,0.731,0.408,225171,0.445,0,9,0.194,-4.316,1,0.0337,138.76,4,0.205
Skool Luv Affair (Special Edition),BTS,Pop,0i0hqOQdyFFd4cR5s32w8x,Boy in Luv,0.00262,0.491,230778,0.947,0,0,0.34,-2.252,1,0.306,166.247,4,0.473
Guardian (Original Television Soundtrack) Part 5,Eddy Kim,Pop,2nJDePK69THatYkjkjQFE8,You are so beautiful,0.721,0.491,195334,0.553,0,0,0.113,-5.65,1,0.142,151.736,3,0.519
SUMMER EPISODE,AKDONG MUSICIAN,Pop,3UMjZ9bAT1AnpcWD4aKyP8,DINOSAUR,0.303,0.767,240572,0.755,3.62E-05,11,0.105,-3.938,0,0.03,120.978,4,0.631
OUR TWENTY FOR,WINNER,Pop,6KmWiz0zpYSPA56Poz0Cjb,LOVE ME LOVE ME,0.0852,0.753,217309,0.818,0,9,0.109,-4.458,0,0.0697,105.995,4,0.737
Holiday Night - The 6th Album,Girls' Generation,Pop,1Bjy9ZtwMle3uhVgoBgiGN,Holiday,0.0406,0.709,199563,0.867,0,1,0.275,-3.258,1,0.0672,120.022,4,0.877
Love Yourself 承 'Her',BTS,Pop,3l8yQMdniG6Os8gUBNXV57,Outro: Her,0.317,0.481,228613,0.927,0,3,0.0583,-5.704,1,0.27,88.931,4,0.448
Descendants Of The Sun (Original Television Soundtrack) Pt.4,Gummy,Pop,4s80CRYk3rRPZE56NvmFi7,You Are My Everything,0.675,0.334,240590,0.496,0,6,0.119,-5.123,1,0.0379,135.064,4,0.111
The 1st Mini Album 'HI! PRISTIN',PRISTIN,Pop,23XXMK9SQBFwndnbgbcMPa,WEE WOO,0.0895,0.834,192830,0.917,0.000167,10,0.0532,-2.838,1,0.0982,129.981,4,0.699
SHINE FOREVER,Monsta X,Pop,63SRW26EEF9RF6GgeUgJqx,SHINE FOREVER,0.129,0.625,208036,0.9,0,0,0.337,-3.351,1,0.055,80.007,4,0.606
Dancing King,Yu Jae Seok,Pop,4mapUx15LvqkxwJQcINhvH,Dancing King,0.0185,0.729,244463,0.88,0,6,0.0574,-3.712,1,0.0458,127.987,4,0.957
Come Back Home,BTS,Pop,5dEaQCUCJIQyJs5qVZYXOC,Come Back Home,0.00155,0.648,244588,0.881,1.11E-06,11,0.113,-4.42,0,0.081,100.011,4,0.457
INSANE LOVE,SISTAR,Pop,4wAjmojVxc6Wbeca9XvnDo,I Like That,0.0952,0.564,221371,0.867,0,7,0.737,-3.137,0,0.0881,154.882,4,0.882
WINE,Suran,Pop,3eHkFA3StDR9BU7EVrUFLs,WINE (Feat.Changmo) (Prod. SUGA),0.314,0.62,232195,0.644,0,4,0.105,-2.713,0,0.0447,145.87,4,0.502
Following,HyunA,Pop,5kFakScPV7ZWXStUSvQmxA,BABE,0.168,0.819,193328,0.837,0,1,0.0842,-3.246,0,0.0908,110.045,4,0.67
Goodbye,2NE1,Pop,2jfnHH0QZoV7AYG9AdKbxU,Goodbye,0.329,0.653,231445,0.488,0,1,0.163,-4.042,1,0.0328,151.594,4,0.492
Through the Night,IU,Pop,1Bb6jVrsg8cXxMCBxIWJUn,Through the Night,0.754,0.401,253293,0.311,0,8,0.279,-7.327,1,0.0437,79.197,4,0.282
AOA 1st Album ANGEL'S KNOCK,AOA,Pop,2Gq8bwrWXzc1gW9g2EnHTh,Excuse Me,0.11,0.744,224948,0.852,0,8,0.0634,-2.79,0,0.0365,123.938,4,0.812
LONELY,SISTAR,Pop,7oLXIyY1ZUexU0zcr39Xj0,LONELY,0.206,0.445,207932,0.819,0,7,0.422,-3.324,0,0.0587,169.577,4,0.643
PRODUCE 101 - 35 Boys 5 Concepts,Sons of People,Pop,095rDYLjAHYmis3vU8gRxo,NEVER,0.617,0.693,196853,0.844,0,0,0.572,-2.257,0,0.0578,110.012,3,0.717
THE WAR - The 4th Album,EXO,Pop,5NB0u5gWcwH1D6y3euVSKI,What U do?,0.00773,0.526,221349,0.828,0,6,0.296,-3.82,1,0.143,110.182,4,0.663
Why - The 2nd Mini Album,TAEYEON,Pop,6c1cQOxDKZhnfu19rclv6G,Why,0.0702,0.615,207777,0.879,0,6,0.0581,-3.275,0,0.0377,105.026,4,0.315
